题目,朝代,作者,内容
古诗十四首 其十,元末明初,张昱,渊明君子儒，心事甚夷旷。醉来得佳眠，自谓羲皇上。文章固可诵，节概尤所仰。且无州县拘，安得言不放？托志圣贤录，千载成绝响。
古诗十四首 其十一,元末明初,张昱,高人王右丞，辋川亦有乐。位居尚书省，志不异丘壑。谁言肉食鄙，而不事淡泊。辞擅大雅名，集多应制作。唐音得所宗，夫子实先觉。
古诗十四首 其十二,元末明初,张昱,工部行在官，饥寒莫与比。奔走盗贼中，朝夕命如寄。一饭不忘君，危言以鸣世。亲蒙万乘知，不救妻子累。文章天地间，风雅可无愧。赋者谩接迹，此作竟谁继？
古诗十四首 其十三,元末明初,张昱,襄阳孟浩然，五言擅时誉。迹放羁旅间，气藉江山助。感怀岘山作，托兴洞庭赋。九重获见知，一语乃上忤。敝庐南山归，亦足蔽风雨。篇章如可传，论何遇不遇。
古诗十四首 其十四,元末明初,张昱,苏州韦刺史，早事武皇帝。既蒙南宫录，复膺符竹寄。折节就绳墨，检身勤治理。赋诗长日静，铃閤余香至。晚逢杨开府，感激道所以。宜尔金玉音，风雅存遗制。
鸳鸯篇,元末明初,张昱,鸳鸯水中禽，居常有定偶。行则共洲渚，栖不异渊薮。交颈情所私，和鸣气相友。白头不自嫌，彩翼戢左右。雄雌或失配，霜霰甘独守。嗟哉羽毛类，赋性乃何厚！愿献金闺女，绣作君子绶。人或违天常，翻为此禽丑。
幽兰篇,元末明初,张昱,幽兰不自媚，丛杂生溪涧。寂寞空林色，过者谁复玩？及时或见收，不与众芳乱。梦协天使与，握勤郎官盼。顾兹馨香德，庶以同岁晏。
闺思篇,元末明初,张昱,连日洲渚上，香风吹杜若。闺人念离别，远思生帷薄。去年执手时，记省采兰约。如何雁鸿迹，遽尔成绵邈。将凭梦中见，反侧睡难著。起视东西厢，众星已寥落。晨鸡方再鸣，曙色已东作。安得携手人，归来共春酌。
丹华篇,元末明初,张昱,修茎冒丹华，碧叶相掩映。晨露发其枝，举世莫与并。微风波上来，绰约有余韵。相看咫尺地，人远河汉近。绿房多苦心，伫立秋塘暝。
美女篇,元末明初,张昱,燕赵有美女，红莲映绿荷。佩环彫夜玉，团扇画春罗。流盼星光动，曳裾云气多。回车南陌上，谁不驻鸣珂？
松涛轩,元末明初,张昱,松声学海涛，汹汹不可息。如驱万山泉，迸落千丈石。浩然入清听，心与境为一。焉知咸阳道，车马走赤日。大哉利名事，静者梦不及。
三良诗,元末明初,张昱,百岁谁免死，贵足留其名。三良殉秦穆，慷慨平生情。一诺奉明主，千秋共哀荣。从容就长夜，斯人岂偏生？所以黄鸟诗，至今颂遗声。
班婕妤,元末明初,张昱,婕妤辞辇时，风谊动宫阙。后来纨扇咏，词气何凄屑！妇人何所恃，所恃惟姿色。过时而色衰，枕席成弃物。不见长信宫，苔生玉阶侧。
一脉泉铭，为中一元禅师作,元末明初,张昱,天地不自私，至宝发山川。谁于黄金岩，得此一脉泉？涓涓成不息，曹溪宁后先？造化亦有待，于师亦前缘。既供香积厨，复灌富阳田。譬彼释氏法，一灯遍三千。泉流愿无竭，灯光永相传。日居而月诸，于亿万斯年。
送薛山人归富春,元末明初,张昱,旧识谈天叟，挑囊又赋归。性谐麋鹿友，身老薜萝衣。高步云同举，潜形鹤自飞。清醪香泼瓮，黄绢织成机。生事有绳准，清言无是非。勿矜弦上操，若听古人稀。
赠孙雷师祈雨有应,元末明初,张昱,天人本无二，万物备吾身。一诚苟无妄，呼吸皆鬼神。南邦五六月，熯阳如火燉。法师念民食，升坛肆怒嗔。符召五雷伏，龙起三江滨。风云随指顾，沛泽来逡巡。岂惟盈沟浍，更且溢河津。道路接歌颂，田家具仓囷。茫茫大钧内，造化岂不仁？安得法师辈，飞行遍八垠。以兹云霓心，慰彼大旱民。
拙逸诗,元末明初,张昱,守拙中乃逸，用智机或生。所以抱真士，泯焉黜聪明。卖药不二价，悬壶无姓名。逍遥城市间，心与造物并。鹤长断则悲，凫短续则惊。万物有常性，巧伪非人情。乘黄一剪拂，千里无留行。贤哉拙逸翁，可以为世程。
从军行,元末明初,张昱,一身既从军，宁复顾家室？日食官仓粮，惟知事行役。昨朝号令下，负弩趋大碛。驱车出城去，旌麾耀白日。男儿重横行，万乘假羽翼。意气从中来，性命何所惜？雕鸣沙塞雨，四面无马迹。不有封侯贵，班超肯投笔。
晚春词,元末明初,张昱,暄风日夜起，春到亦已久。清晨捲帘坐，惆怅闺中妇。闻莺暗垂泪，对花懒抬手。昨宵梦夫婿，白马章台走。结成合欢带，自置妾怀袖。觉来风张幔，啼鸟在高柳。空织锦回文，佳期竟何有？
采莲词,元末明初,张昱,采莲复采莲，采花莫采叶。叶上多朝露，花开盛颜色。同舟二姝女，流盼轶明月。斗溜荷上珠，将逞肌肤白。岸上骑马郎，调笑五陵客。岂不念所欢，淇水不可越。
捕鱼词,元末明初,张昱,渔家无别业，衣食惟罟网。生长风波中，舟楫惯来往。江平风波静，天静榔板响。得鱼固所欲，忖心辄内怏。群生各有命，吾宁受其养？敢恣口实求，而绝生意盎。遐思放麑翁，乃属中山相。
赠吴琰代宣州,元末明初,张昱,天风吹孤蓬，一去无留踪。或与回飙遇，犹希返故丛。同饮南陵水，况是亲骨肉。相见无别辞，缕缕诉衷曲。衷曲犹未伸，征车动行尘。屏营高堂上，尊酒聊具陈。纫兰以为赠，此志良不薄。冀藏怀袖间，时用慰绵邈。
题简掾辨诬卷后,元末明初,张昱,种兰杂荆棘，棘长伤兰根。结交或匪良，中道生谤言。所以明哲士，慎之非一门。美玉累卞和，明珠诬马援。终焉各有辨，暂屈宁为冤？
自警二首 其一,元末明初,张昱,愚者昧其识，沈冥生死中。一为利欲染，罔测吉与凶。轹辘前后声，覆辙无不同。遑遑驷马车，驺从行趋风。恶影不息荫，世路焉愧躬？
自警二首 其二,元末明初,张昱,两足与之翼，去齿存其角。乾坤负冥顽，造化乃忖度。恃此以为勇，能无遭束缚？冲冠与裂眦，未信尽堪托。毋为万物先，内省有先觉。
饮酒诗，示婿时伯庸四首 其一,元末明初,张昱,连日春风暖，面容为之鲜。仰看树上花，荑萼亦复然。中有和鸣鸟，羽翼相向肩。胡能不命觞，酌此花鸟前。饮之岂不醉，所贵乃其天。颓乎曲糵间，南床得佳眠。如何靖节翁，乃赋止酒篇？
饮酒诗，示婿时伯庸四首 其二,元末明初,张昱,青阳时至矣，萱草满堂阶。柔叶刷翠羽，对之忧思裁。室中无长物，所蓄惟酒杯。客至即与饮，既醉从先回。平生旷达怀，何曾计尊罍？得钱即付酒，酒尽钱复来。百年能几何，笑口时自开。
饮酒诗，示婿时伯庸四首 其三,元末明初,张昱,光阴剧奔电，金石难与期。仙人浮丘公，此日竟何之？看取古圣贤，丘冢亦累累。死而不朽者，六经岂余欺？酒中有妙趣，俗士不可医。及时不作乐，事过徒伤悲。年华驷马车，日夜劳驱驰。
饮酒诗，示婿时伯庸四首 其四,元末明初,张昱,既老怜余生，放情在曲糵。每到花开时，一饮辄累月。何曾校尊罍，酒量盈与竭。二仪蘧蒢舍，百年羁旅客。刘伶乃放达，注意颂酒德。不见昨日花，今朝谢颜色。贤愚俱有归，修短随造物。
卧病寄孟天炜郎中,元末明初,张昱,数会诚不辞，暂离还相忆。虽无膏肓虑，伏枕已旬日。雨雪高楼上，阴沈病增剧。不知湖中水，晴后添几尺？日照花枝明，风吹柳条碧。感此春事深，携壶想无及。
孝感诗，为吕运使题,元末明初,张昱,宋学士作序。天地无私恩，日月无私照。信哉太史笔，区别造化妙。祯祥靡有常，孝感斯乃兆。金鱼章服贵，三事惟克肖。使君实启之，后嗣有余耀。
题唐李昭道画摘瓜图,元末明初,张昱,中舍唐宗室，丹青焕云汉。适当天后朝，家国生屯难。所愿执艺事，婉焉而上谏。制为摘瓜图，忠恪非鄙慢。冀或宵览余，骨肉释冰炭。章怀恭顺子，尽室赴忧患。回首横门道，苦泪落余栈。路见摘瓜者，恧然兴永叹。悲哉黄台辞，四摘乃抱蔓。神器有天命，侈心暂惑乱。梁公社稷臣，直劫四庙算。煌煌万方业，复得返贞观。
上巳日，杭州府学教授徐一夔、四斋训导拉游智果寺，访东坡，题参寥泉,元末明初,张昱,佳游在上巳，属此清明前。春景已云宴，风光犹未暄。往寻智果寺，竟得参寥泉。云物岂殊昔，人世自更迁。邈哉长公咏，风流想当年。我辈复登临，花界何因缘？古佛俨香阁，真诠积华轩。境超万念空，道胜诸妄捐。缅怀此会难，徘徊未云还。申章续芳藻，冀或来者传。
此君轩，为周昉赋,元末明初,张昱,种竹不在多，竹多翻自俗。周生达此意，窗户惟数竹。凉飙集雅吹，炎景消烦燠。精神穆如咏，兴寄淇园绿。谁云翡翠枝，不有凤凰宿？苔阶近相对，色净尊中醁。虽非沈湎事，庶以忘宠辱。何可一日无，此君美如玉。
栖鹤轩,元末明初,张昱,鹤驭从天来，雪光照云阙。戛然九皋唳，散落三山侧。乃知羽人师，近作金门客。玉女见投壶，后羿从奔月。令威古仙子，竟使枉其辙。不言三清事，但叙千年别。至今栖鹤处，光怪常不灭。有时玉笙歌，云气犹下接。欲赋游仙词，作者不可得。斗酒谁为呼，吾将招李白。
陈孔硕回泰和柬，寄其丈人罗楚翁处士,元末明初,张昱,昔别翁未婚，翁今已抱孙。俊哉东床婿，玉树照名门。知我丈人行，再拜情谊敦。惠顾每持酒，坐语移朝昏。离居获轸念，殊慰羁旅魂。我自京城回，安分守丘樊。家事复儒业，宁同东掖垣？尚赖稽古力，似若吾道存。终焉营菟裘，两翁老青原。
啸轩,元末明初,张昱,开轩出平湖，四望惟青天。啸声静中起，万象俱回旋。云霞未改色，水波为之先。白日每少光，长风亦萧然。沈吟阮公咏，兴怀广武边。寂寞千载后，慷慨千载前。斯人竟何人，托志在空言。
雪岩,元末明初,张昱,夏云多奇峰，洞照赤日下。玲珑万雪岩，突如临大野。南风有时来，素色欲飘洒。体物而赋之，谁为汉司马？持以遗所思，丹青莫图写。
北山堂,元末明初,张昱,筑堂太湖北，堂上何所见？好峰七十二，终日如对面。其中尽白云，且是难持赠。鹤鸣露气升，鱼跃波光泛。唯尔禅居人，天机两相羡。
李息斋平章画著色竹御屏,元末明初,张昱,此君有逸韵，翠佩而长裾。遭彼列仙人，授以鸿爪书。把玩犹未解，倏焉淩空虚。化为九凤雏，其声杂笙竽。煌煌蓟丘公，描写登画图。丹青照屏帷，如对古丈夫。乃知庙堂上，一日不可无。至今伶伦氏，见之为踟蹰。
题天平寺桢上人房,元末明初,张昱,每过屡不逢，出寺乃一见。岩回树色瞑，日转霞光绚。邀留复入寺，礼待良缱绻。欣同静者室，坐久殊未厌。寂然禅榻外，炉烟落经卷。境静累自遣，情忘道非远。方丈如或容，吾将老贫贱。
访仁一初尊师,元末明初,张昱,愿闻清净法，往谒富春僧。妙论听不厌，道心中自增。如此醍醐味，使我尝未曾。岂无夙世因，坐对古佛灯。庶几一言下，彼此證三乘。
雪斋,元末明初,张昱,万有从妄作，庸辨伪与真？假山复假雪，空色自相因。东坡古维摩，出语惊天人。弹指为说法，一息乃万旬。旧时言所说，几见湖水春？染习或未除，示此前后身。题诗附斋壁，庶与坡诗邻。
思云轩，为罗从事赋,元末明初,张昱,山川望三山，相去几万里？亲舍白云下，怀思曷云已？朝思歌陟岵，暮思歌陟屺。如之何勿思，禄不及甘旨。哀哉天壤间，此思孰终始？举目皆白云，宁论此与彼？但移思云心，夙夜勤治理。委质既在心，忠孝同一轨。
题郭文医虎图,元末明初,张昱,利忘九重渊，珠从龙颔得。仁忘千金躯，手探虎口骨。兽或复其性，其祸不可测。驯扰亦何术，贵在道与德。
天茁亭，为柳膺赋,元末明初,张昱,侯门臭酒肉，穷居厌藜藿。赋分各有定，天胡为厚薄？荒园灌数亩，亦足代耕穫。折葵助鼎俎，剪韭供春酌。虽非八珍馔，其味良不恶。三牲安可常，一瓢易为乐。古之志道者，粝食甘淡泊。造物茁此徒，于世宁妄作？贤哉宋宇叹，美矣樊迟学。勿嫌食肉鄙，儒家贵俭约。
妙高院,元末明初,张昱,碧岑日在望，雨雪阻登临。二客从事者，扶藜长松阴。绿云及上方，步履皆黄金。佛香出宝阁，一息契初心。心如白莲花，尘垢何由侵？攒眉入社后，此会还可寻。庐山得远公，法侣满东林。虎溪偶然事，传笑直至今。我辈仍避俗，垕师诚可钦。
寿光宫访道士不遇，留题,元末明初,张昱,高阜临大溪，激流喧众石。中藏寿光宫，年深翳金碧。俨然天人尊，羽卫何赫奕！回廊荫古木，苔藓少行迹。传昔丹霞士，于斯鍊金液。丹井虽尚存，鸾鹤无一只。徘徊长松下，瞻望云气白。不见种桃人，惆怅还理策。
宜晚堂，送江架閤还奉化,元末明初,张昱,隆替理之常，仕进难固必。在事寡尤悔，于心孰欣戚？从来黄甘里，先庐颇完葺。虽非大哉居，亦异环堵室。归来宜晚岁，怀抱得所适。讴吟及芳辰，言笑共佳夕。赤城有霞气，光照五色笔。门前有大路，而无车马迹。幸焉返初服，素愿于此毕。冥冥江上鸥，矫首羡归翼。
过清逸处士卢公墓上作,元末明初,张昱,处士古豪杰，在众不自异。平昔乡曲间，随时以轩轾。聚书千余卷，将遗子孙计。酝酒百余石，将虞宾客至。甚慕鲁仲连，于人无所媚。辟书下台省，踰垣而趋避。遂隐清平山，居然事高致。地邻万松岭，日夕闻鹤唳。朝论美其风，锡以清逸谥。煌煌杨宣慰，深情托姻契。岂期七十年，遽弃人间世。遂使倜傥怀，消尽虹蜺气。高坟蔓宿莽，宁不为长喟？子常仕今朝，宗庙瑚琏器。自唐谱系存，簪缨旧门地。贤哉郭有道，毋忝蔡邕志。
