题目,朝代,作者,内容
柳色黄,清末民国初,陈衍,一片飞花，搀着柳绵，摇荡新燕。春光几度飘扬，客里出门初见。久疏步屧，准拟访友宣南，偷闲半日逢僧院。枨触旧游来，却寻春情倦。回旋。丁香花底，芍药阶前，踏青曾遍。前度刘郎，不是空怀人面。再来何日，待作索米东方，从容割肉金銮殿。门馆觅鸥波，看车停双钿。
绮罗香,清末民国初,陈衍,簇蝶裙腰，钿蝉鬓影，前度嬉游春时节。绮陌香泥，昨夜初飘春雪。妆点出、夹岸琼楼，映灯火、繁星明灭。那知他、瓦冷圆月，栏干偎罢被池热。匆匆骊唱又发。谁向青青客舍，垂条攀折。淡粉轻烟，珍重泰娘留别。邀顾曲、檀板梨园，约载花、玉骢金埒。总今日、回首音尘，个侬先愁绝。
湘春夜月 沪上感旧，用黄德文韵,清末民国初,陈衍,怪春江、许多油碧愁痕。重问人面桃花，依旧是朱门。能几渡江桃叶，已有人迎接，剩得桃根。更替人指点，珠宫旧榜，题字犹存。江皋解佩，惊鸿照影，沈醉天昏。拥髻银灯，何苦共、落红惆怅，同调伤春。窥江胡马，望眼烽烟，早销魂。待不去，向花丛、取次低头，只合除却巫云。
八声甘州 其一,清末民国初,陈衍,早安排折柳唱阳关，送君挽征衫。竟里亭斜月，重门上钥，细雨春帆。翠被薰香拥处，汝手执掺掺。罗帐灯昏际，离思难缄。此去闺中风暖，已绿波人远，草长江南。更遥遥青翰，何以报瑶函。只春风、白铜堤上，与黄河、远上共矜严。好依旧、临风杨柳，万缕长搀。
八声甘州 其二,清末民国初,陈衍,便重来唱彻后庭花，此愁奈君何。待斑骓骄赭，琼枝璧月，春影婆娑。携手神仙眷属，挟弹走三河。抖擞衣尘去，相对颜酡。一霎梦梦天醉，恶东风刬地，吹断横波。把琼思瑶想，收拾任蹉跎。枉殷勤、缄书三四，较细君、珍重意还多。只将遍、填膺烦恼，付与悲歌。
高阳台 别苏戡,清末民国初,陈衍,锦瑟年华，黄骢客子，一春同搁刀环。曾几番游，匆匆烛灺歌残。分明故唱贞元曲，忆当时、朝士衣冠。自依然。别去春明，出去阳关。诸君不少何戡在，更旗亭贳酒，赌取双鬟。急管繁弦。无端枕簟先安。江南倦客归欤未，唱玲珑、让我孤还。没心情，白下莺花，白下江山。
永遇乐 寄苏戡,清末民国初,陈衍,一发江山，何人占断，归去来处。比向潇湘，谁教我、掉首向秦而去。杏花春雨，绿杨城郭，同不是、乡关路。怎蓬莱、回车指点，谪居独得家住。江潭自古。容行吟骚客，写怨朝朝暮暮。谁识年来，不生兰芷，润色牢愁句。小山丛桂，不来招隐，便合招魂共语。相望久，芙蓉浦上，尚盈坠露。
双双燕,清末民国初,陈衍,旧巢在否，甚来寄漂流，玳梁重觅。衔泥倦矣，试听井桐萧槭，错认柯亭品笛。抚锦幕，虚凉羃䍥。分明软语商量，说与旁人争识。回首，重门翠掩，正香梦酴醾，嫩寒四壁。睃花捎尾，懊恼不堪攀摘。都为将离故国，过春社、帆樯开鹢。知得瀚海双栖，尚耐几时寂寂。
壶中天慢,清末民国初,陈衍,天涯明月，早开窗、打叠将伊回避。不道关心回避处，早避断魂无计。万叠沧波，五更短梦，到枕喧虫思。挑灯猛想，置身今在何地。携手暂并闲阶，冰轮乍碾，照澈离人泪。况觅佳期还寝去，曲曲屏山怎睡。仔细容光，端详情况，争忍重回记。方诸如许，铸成此错真恚。
凤凰台上忆吹箫 其一,清末民国初,陈衍,字字销愁，行行排闷，依然愁闷全封。道觉松缠臂，蹙损眉峰。何补离肠万一，无益事、合绝来踪。甫能彀、些儿减遣，误惹还浓。重重。满枝结子，憎底事桃花，压遍娇红。累柳枝斜亸，眠起皆慵。谁管夜深无睡，多半总、听五更钟。令人瘿、年来也应，错嫁东风。
凤凰台上忆吹箫 其二,清末民国初,陈衍,金缕花枝，北风裙带，别离最是今年。甚一春心绪，不上蛮笺。知否人归雁后，何止思、发在花前。无聊也、待援此例，却又徒然。无眠。最防瘦损，看病渴孤花，怎护暄妍。忆蕊珠宫里，曾话缠绵。试作年时瑶想，禁忍俊、一晌迁延。迁延到、花时有人，要簸双钱。
齐天乐,清末民国初,陈衍,拨愁几度拈吟笔。愁多笔难料理。逝水华年，看天白眼，掩抑低徊如此。此间秾李。有十索丁娘，李波妹子。取次花丛，懒将回顾有如此。无端天与臣里。恁春光晼晚。娇姹红紫。锦幕虚凉，朱幡黯淡，蜂蝶也知徙倚。卿卿尔尔。尚百日清斋。太常如水。一任花枝，笑人眠共起。
八六子,清末民国初,陈衍,忒侵寻，一年时序，愁肠直共萦回。正半晌惊心鸟语，霎时溅泪花枝。记春暗来。无端幽梦难谐。此水纵非衣带，何曾缥缈蓬莱。当送我、乘风镜湖飞度。梦游人近，梦鞋人到，那堪此际谁敲绣户。声声残雨空阶。待安排。银釭乍明镜台。
贺新郎 丁亥闰四月十三日赋,清末民国初,陈衍,朝雉飞鸣鷕。是一双、南来翡翠，西来青鸟。几度灵均媒不好，痴汉欲驮騕袅。算判牒、氤氲分晓。七宝楼台三万户，看枕边、玉斧工夫巧。待比翼，伽楞了。梢头豆蔻娉婷袅。压春风、珠帘十里，善容为窕。展眼千重石榴吐，领取一枝生小。想花下、樱桃多少。浅紫纶巾颜色称，羡座中、夫婿舒同佼。奈望眼，穿天杪。
征招 赋送何研孙同年归扬州用韵,清末民国初,陈衍,天涯秋燕都如客，寒烟黯然平楚。缥缈见云车，是蓬莱归处。萋萋春欲暮。旧曾劝、王孙无渡。一霎萍踪，乍圆吹散，满城风絮。明岁去衔泥，知何处。修椽觅巢辛苦。春草恋斜晖，怕东风无据。班生谁复妒。喜犹趁、芜城秋雨。只除却、会合联吟，珍重临歧语。
红情,清末民国初,陈衍,者番物色。算水嬉结网，柯亭评笛。报道芙蓉，叶叶花花近攀摘。金屋安排渐稳，单欠我、催妆词笔。正怪汝、打桨迎来，耽搁挂蒲席。汧国。笑寂寂。漫记与绣襦，旧恨眉积。著人欲泣。揉损缭绫夜深忆。繁掾香囊叩叩，应不数、香车油碧。更待我、平视也，洛神赋得。
洞仙歌 荆轲入秦,清末民国初,许南英,感恩知己，白衣冠易水，风雪萧萧声变征。恨武阳不武，胆小如鼷！太辜负，市骏燕丹太子！图穷匕首见，走柱回环，懗杀秦廷诸武士。翻悔樊于期，杀身成仁。还问你，头颅有几？倘若是渐离与君来，又何致劫盟，荆卿枉死！
临江仙引 春宵,清末民国初,许南英,花影云拖地，夜痕似水，月色如银。约邻女，瓣香卜紫姑神。黄昏，环肥燕瘦惊鸿影，满院钗裙。侬心事，想柔情欲诉，细语难闻！温存，满庭瓜果，酹向花下芳魂问。今生薄命，未卜他生？丫鬟，春风料峭空庭外，犹怯衣单。送神去，且呼姊妹，灰纸齐焚。
满江红 题画,清末民国初,许南英,蓼岸蘋汀，绿水外，数间茅屋。斜阳小，茫茫暮霭，乱山古木。似是耕烟得意笔，又疑米老惬心作。想化工，笔墨已云烟，巧生熟。笔未到，神已足。真墨宝，出书簏。披图游遍了，胸中丘壑。妙手荆关今已杳，三王以后无人续。信平生，品画眼无花，真奇福！
南楼令 闺怨,清末民国初,许南英,冰簟冷银床，残灯暗不光。秋宵祗为一人长。十二栏干都倚遍，心忐忑，怯空房。明月照流黄，清宵泪数行。酷相思，滋味偏尝。记曲欲拈红豆子，懒搜索，紫罗囊！
十拍子 传胪日，戏赠同年吴肃堂殿撰,清末民国初,许南英,红杏枝头春闹，景阳楼上钟撞。晓日天门排玉笋，赞引词臣上玉堂，传胪姓字香。昨日敝裘行路，今朝衣锦还乡。闾面状头差一著，还是才人惜豫章，八闽天破荒。
十六字令 晚秋,清末民国初,许南英,寒。日暮高楼独倚栏。风习习，犹自怯衣单。
菩萨蛮 即景,清末民国初,许南英,晓暾初射纱窗里，美人中酒朝慵起。拥被恣酣眠，金钗坠枕边。海棠春欲睡，况是前宵醉。一笑捻腰肢，朦胧问是谁？
上行杯 无题,清末民国初,许南英,别后芳心忽痒，食时恍惚眠时。想试卜灯花，花不放！况是柳梢月上，谁鼓五更天又朗。惘惘为欢爱，泪痕两！
东风齐著力 防海,清末民国初,许南英,刁斗严城，元戎小队，驻节江滨。满天星斗，兵气动钩陈。方冀文章报国，谁知戎马劳身。难道是轻裘缓带，主将斯文？海外起妖云，拚转战，浪撼鹿耳沙鲲。登陴子弟，愤愠勉从军。翻恨庸臣割地盟城下，何处鸣冤！九州铁，问谁铸错？成败休论！
少年游 游广州花埭,清末民国初,许南英,芳魂凭吊素馨斜，满地发幽花。环佩声遥、胭脂梦冷，长绕渡头沙。南天汉帝今何在？岭上散残霞。荡桨珠娘，皆名春色，风浪水为家。
清平乐 游鼎湖山,清末民国初,许南英,山门初地，便有西来意。水色澄鲜、山色翠，行脚病僧一二。小桥流水潺湲，仰观树杪飞泉。试问鼎湖湖水，长流流到何年？
百字令 题朱翁子负薪读书图,清末民国初,许南英,伯鸾德耀，看齐眉举案，夫妻和煦。谁识买臣翁子苦，负耒横经如故？挟卷三馀、负薪一束，日日行吾素。中年当信，苍苍不予误！可叹十载糟糠，姬姜憔悴，竟下堂求去！转瞬会稽官太守，不是单寒穷措。世外浮云、门前覆水，此错伊谁铸？一坏黄土，至今尚留羞墓！
摸鱼子 再入都有感,清末民国初,许南英,记慈恩，旧题名处，琼林春宴通籍。六街策马看花去，得意遍游春陌。宣麻白，内院颁红绫，恩赐承金阙。恩波叠叠，喜就职枢曹、赞襄武库，讵意兵机发！中东事，注意垂涎瓯脱，鲲身鹿耳愁绝！长安索米三载，几易冬裘夏葛！才又拙，嗟听鼓应官，两鬓生华发！西山挂笏，决计不如归。朝来对镜，笑我头如雪！
十拍子 岁暮与友人探梅,清末民国初,许南英,亭畔徜徉放鹤，桥边偃蹇骑驴。问讯西溪冰雪路，知否寒花开也无？消寒作画图。送旧一声爆竹，迎新万户桃符。风雪满天山欲暝，定有村醪野店，朦胧醉百觚。
柳梢青 游关岭,清末民国初,许南英,浮岚积翠，枫林坐晚，停车还爱。桑柘村间、桃花源里，问今何世？嫩红一树樱花，亦稍慰，客中风味。如痴似笑，饭后酒馀，任人调戏。
柳梢青 下关岭,清末民国初,许南英,征车下岭，朝暾初上，前山山顶。岫雾犹寒、天风乍冷，忽吹人醒。小轺似箭离弦，险莫险，折肱脱膑！多谢山灵，先生不死，亦云侥倖！
满江红 谒延平郡王词,清末民国初,许南英,赤手擎天，是明室，独钟闲气！想当日，横师海上，孤忠无二！誓死不从关外虏，故藩拥戴朱术桂。看金厦，两岛抗全师，伸敌忾！亡国恨，遗臣泪。存国脉，回天意。剩庙宇空山，古梅憔悴。故国尚存禾黍感，荒祠不忘蘋蘩祭。听怒潮，呜咽草鸡亡，神鲸逝！
祝英台近 谒五妃庙,清末民国初,许南英,杜鹃声、精卫恨，国破主恩断。桂子空山，宿草馀芳甸！记曾璇室瑶房，宠承鱼贯。从君死，一条组练！那曾见？荒冢二月清明，村翁新麦饭。撮土为香，一盏寒泉荐！徘徊断碣残碑，贞妃小传。也羞杀，新朝群彦！
南楼令 游冈山超峰寺,清末民国初,许南英,路入大冈山，沿溪转几湾，看超峰萧寺山衔。佛自无言僧寂寞，香火静，掩柴关。众鸟高飞尽，孤云独去闲，夕阳斜挂树林间。与病维摩初入定，寻旧梦，学逃禅。
清平乐 漳州东郊废院瞻铜佛,清末民国初,许南英,一头鸟粪，我佛无人问！宝相庄严明卐印，未识何年坐镇？空梁蝙蝠纷飞，闲阶乳燕初肥。歇马来寻故事，祗馀三尺荒碑！
卖花声 游圆山琵琶坂董仙祠,清末民国初,许南英,何处是仙家？仙坂琵琶，满山开遍水仙花。此是真人栖隐地，细草平沙。痼癖中烟霞，梦断京华，来年双鬓已皤皤。愿与仙人为弟子，采药烹茶！
沁园春 过木棉庵,清末民国初,许南英,矫矫虎臣，为国除奸，的是可人。喜清漳道上，炎阳酷烈。木棉庵外，剑影生寒！辛苦瘴乡，郎当遣戍，私意君恩奉赦还。西湖上，怅笙歌散尽，梦冷湖山！兰亭玉枕谁观？与金笼蟋蟀一例残。叹平章误国，养奸纵敌。弥天罪案，有口难分！一世称雄，六州铸错，聚铁添如铸佞臣。停萧寺，看将军断碣，苔藓生斑！
减字木兰花 水仙花,清末民国初,许南英,黄冠玉质，异种流传英、美、日。仙坂琵琶，遥指圆山是妾家。春风一度，待送春归归故处？省识东风，又醒芳魂映日红。
明月棹孤舟 幽居,清末民国初,许南英,厚禄故人都谢绝，甘穷饿，采薇食蕨。泌水衡门，杜门谢客，畏见英雄铁血。同学少年多不贱，经乱离，死生契阔。自咬菜根，晚菘秋来，应有高人羡杀！
洞仙歌 和陈智君,清末民国初,许南英,哑然一笑，甚功名争竞！杖履归山亦天幸。想当年薄宦，羊石浮沈。遭坎壈，惟有乐天知命。有时招伴侣，拈韵敲诗，亦自饶余老年兴。搔首望昆明，满目牢愁。伤心处，战云无定！为甚事干戈日鏖争，归隐谢时人，薜萝山径。
青玉案 送友,清末民国初,许南英,愁肠得酒因成醉，滴滴化，离人泪。未卜何时期后会？乱山匹马，斜阳残照，踯躅西风里！花浓酒酽君须记，文采风流尚未坠，香火十年旧交谊。一鞭去也，前途珍重，寄我「平安」字！
霜天晓角 竹溪雅集,清末民国初,许南英,随喜招提，问城南竹溪。胜日宾朋满座，浮绿蚁、听黄鹂。酒馀合有诗，壁间看旧题。日暮玉骢归去，古松外，夕阳低。
霜天晓角 清明,清末民国初,许南英,上巳清明，听饧箫缭萦。细雨纷纷时节，深巷里，卖花声。春阴不肯晴，炊烟处处生。指点杏花深处，呼美酒，听仓庚。
霜天晓角 燕子,清末民国初,许南英,燕子呢喃，聚语坐梁间。似是嗔垂一桁，留香久，下湘帘。春泥新未乾，营垒欲乔迁。还是乌衣巷口，依王谢，傍高檐。
霜天晓角 忆旧,清末民国初,许南英,已无生气，进退真狼狈。半壁东南已去，忍不住，牛山泪。汐社杜鹃拜，河山悲破碎。多谢安平渔父，荡双桨，来相济！
天仙子 游虎溪白鹿洞,清末民国初,许南英,虎溪白鹿留胜迹，满山苍翠秋如滴。乱山荒冢四无人，馀乱石。苍苔滑，犹道是、神人窟宅。
醉花间 过吴湘玉墓,清末民国初,许南英,真娘墓、苏小墓，俱是埋香处。生比桃花娇，死为荔枝误！一棺归净土，是汝生天路。落日满前山，惆怅不归去！
